gene_id	gene_name	vtype	group	chrom	start_x	end_x	arm	cytoband	biotype	n_samples	vtypes	mid	win_start	win_end	A_log2r	B_log2r	diff	A_cn	B_cn
ENSG00000140478	GOLGA6D	SV	GroupA	15	75282835	75295530	q	15q6	protein_coding	1	DEL	75289182	75000000	76000000	1.6757	2.1001	0.4244	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000277561	GOLGA8IP	SV	GroupA	15	22607540	22617756	q	15q1	transcribed_unprocessed_pseudogene	1	DEL	22612648	22000000	23000000	1.4506	1.1800	-0.2707	gain (~3 copies)	gain (~3 copies)
ENSG00000291004	GOLGA8IP	SV	GroupA	15	22610353	22617854	q	15q1	lncRNA	1	DEL	22614103	22000000	23000000	1.4506	1.1800	-0.2707	gain (~3 copies)	gain (~3 copies)
ENSG00000173230	GOLGB1	SV	GroupA	3	121663199	121749966	q	3q4	protein_coding	1	DEL	121706582	121000000	122000000	2.3419	3.0000	0.6581	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000230849	GOT2P2	SV	GroupA	1	173141100	173142350	q	1q5	processed_pseudogene	1	DEL	173141725	173000000	174000000	1.7041	1.9396	0.2355	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000063660	GPC1	SV	GroupA	2	240435663	240468076	q	2q15	protein_coding	1	DEL	240451869	240000000	241000000	0.9986	1.2340	0.2354	gain (~3 copies)	gain (~3 copies)
ENSG00000218416	GPC1-AS1	SV	GroupA	2	240449315	240456714	q	2q15	lncRNA	1	DEL	240453014	240000000	241000000	0.9986	1.2340	0.2354	gain (~3 copies)	gain (~3 copies)
ENSG00000115159	GPD2	SV	GroupA	2	156435290	156613735	q	2q7	protein_coding	1	DEL	156524512	156000000	157000000	-0.6763	-2.3478	-1.6714	mild loss	deep loss / LOH
ENSG00000234121	GPM6BP3	SV	GroupA	22	16837522	16837666	q	22q1	processed_pseudogene	1	DEL	16837594	16000000	17000000	-3.0000	-1.6090	1.3910	deep loss / LOH	deep loss / LOH
ENSG00000184194	GPR173	SV	GroupA	X	53048789	53080615	p	Xp1	protein_coding	1	DEL	53064702	53000000	54000000	2.3529	2.3324	-0.0205	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000152749	GPR180	SV	GroupA	13	94601857	94634661	q	13q8	protein_coding	1	DEL	94618259	94000000	95000000	-3.0000	-1.7340	1.2660	deep loss / LOH	deep loss / LOH
ENSG00000216915	GPR89P	SV	GroupA	6	27737000	27738494	p	6p4	processed_pseudogene	1	DEL	27737747	27000000	28000000	1.4465	0.9102	-0.5363	gain (~3 copies)	gain (~3 copies)
ENSG00000198932	GPRASP1	SV	GroupA	X	102651092	102659083	q	Xq5	protein_coding	1	DEL	102655087	102000000	103000000	-1.1027	-1.3937	-0.2910	hemizygous loss (~1 copy)	hemizygous loss (~1 copy)
ENSG00000158301	GPRASP2	SV	GroupA	X	102712445	102717733	q	Xq5	protein_coding	1	DEL	102715089	102000000	103000000	-1.1027	-1.3937	-0.2910	hemizygous loss (~1 copy)	hemizygous loss (~1 copy)
ENSG00000160360	GPSM1	SV	GroupA	9	136327476	136359605	q	9q10	protein_coding	1	DEL	136343540	136000000	137000000	2.2394	3.0000	0.7606	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000196208	GREB1	SV	GroupA	2	11482341	11642788	p	2p9	protein_coding	1	DEL	11562564	11000000	12000000	1.7278	0.4701	-1.2577	high amp (≥4 copies)	mild gain
ENSG00000105737	GRIK5	SV	GroupA	19	41998321	42070206	q	19q2	protein_coding	1	DEL	42034263	42000000	43000000	1.4550	1.8865	0.4314	gain (~3 copies)	high amp (≥4 copies)
ENSG00000198873	GRK5	SV	GroupA	10	119207571	119459745	q	10q8	protein_coding	1	DEL	119333658	119000000	120000000	2.5739	3.0000	0.4261	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000228485	GRK5-IT1	SV	GroupA	10	119208531	119211760	q	10q8	lncRNA	1	DEL	119210145	119000000	120000000	2.5739	3.0000	0.4261	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000170899	GSTA4	SV	GroupA	6	52977948	52995304	p	6p1	protein_coding	1	DEL	52986626	52000000	53000000	1.4512	1.5552	0.1040	gain (~3 copies)	high amp (≥4 copies)
ENSG00000153767	GTF2E1	SV	GroupA	3	120742637	120783069	q	3q3	protein_coding	1	DEL	120762853	120000000	121000000	1.7471	1.7300	-0.0172	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000272047	GTF2H5	SV	GroupA	6	158168350	158199344	q	6q10	protein_coding	1	DEL	158183847	158000000	159000000	2.1623	2.6241	0.4618	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000226002	GTF2IP14	SV	GroupA	7	65084103	65100232	q	7q1	unprocessed_pseudogene	1	DEL	65092167	65000000	66000000	1.3126	2.9148	1.6022	gain (~3 copies)	high amp (≥4 copies)
ENSG00000259095	GTF2IP22	SV	GroupA	14	20173632	20173813	q	14q1	processed_pseudogene	1	DEL	20173722	20000000	21000000	0.7770	1.9304	1.1534	gain (~3 copies)	high amp (≥4 copies)
ENSG00000266736	GTF2IP6	SV	GroupA	17	27019527	27047934	q	17q1	unprocessed_pseudogene	1	DEL	27033730	27000000	28000000	-2.1095	-2.1706	-0.0610	deep loss / LOH	deep loss / LOH
ENSG00000230583	GTF2IRD1P1	SV	GroupA	7	66815836	66833026	q	7q1	transcribed_unprocessed_pseudogene	1	DEL	66824431	66000000	67000000	1.4890	2.9852	1.4963	gain (~3 copies)	high amp (≥4 copies)
ENSG00000291206	GTF2IRD1P1	SV	GroupA	7	66809993	66844923	q	7q1	lncRNA	1	DEL	66827458	66000000	67000000	1.4890	2.9852	1.4963	gain (~3 copies)	high amp (≥4 copies)
ENSG00000214772	GUCY2C-AS1	SV	GroupA	12	14665655	14757963	p	12p3	lncRNA	1	DEL	14711809	14000000	15000000	1.4261	2.4335	1.0075	gain (~3 copies)	high amp (≥4 copies)
ENSG00000275374	GUSBP19	SV	GroupA	5	100375700	100381398	q	5q6	unprocessed_pseudogene	1	DEL	100378549	100000000	101000000	1.0469	0.9224	-0.1245	gain (~3 copies)	gain (~3 copies)
ENSG00000136732	GYPC	SV	GroupA	2	126656133	126696667	q	2q4	protein_coding	1	DEL	126676400	126000000	127000000	1.7255	-2.2350	-3.9605	high amp (≥4 copies)	deep loss / LOH
ENSG00000124575	H1-3	SV	GroupA	6	26234212	26234987	p	6p4	protein_coding	1	DEL	26234599	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000277075	H2AC8	SV	GroupA	6	26216921	26217437	p	6p4	protein_coding	1	DEL	26217179	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000218281	H2AC9P	SV	GroupA	6	26233122	26233255	p	6p4	unprocessed_pseudogene	1	DEL	26233188	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000223951	H2ACP2	SV	GroupA	2	33056333	33063113	p	2p7	processed_pseudogene	1	DEL	33059723	33000000	34000000	0.1090	0.9169	0.8079	diploid	gain (~3 copies)
ENSG00000277720	H3C5P	SV	GroupA	6	26219045	26219240	p	6p4	unprocessed_pseudogene	1	DEL	26219142	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000274750	H3C6	SV	GroupA	6	26224199	26227473	p	6p4	protein_coding	1	DEL	26225836	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000277775	H3C7	SV	GroupA	6	26250142	26250635	p	6p4	protein_coding	1	DEL	26250388	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000275506	H3P25	SV	GroupA	5	139612002	139612363	q	5q10	processed_pseudogene	1	DEL	139612182	139000000	140000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000217862	H4C10P	SV	GroupA	6	27807075	27807339	p	6p4	processed_pseudogene	1	DEL	27807207	27000000	28000000	1.4465	0.9102	-0.5363	gain (~3 copies)	gain (~3 copies)
ENSG00000274618	H4C6	SV	GroupA	6	26240393	26240793	p	6p4	protein_coding	1	DEL	26240593	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000275663	H4C7	SV	GroupA	6	26246611	26246996	p	6p4	protein_coding	1	DEL	26246803	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000165996	HACD1	SV	GroupA	10	17589032	17617374	p	10p3	protein_coding	1	DEL	17603203	17000000	18000000	1.6429	1.6540	0.0111	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000074696	HACD3	SV	GroupA	15	65530418	65578349	q	15q5	protein_coding	1	DEL	65554383	65000000	66000000	1.9688	2.2249	0.2561	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000105697	HAMP	SV	GroupA	19	35280716	35285143	q	19q1	protein_coding	1	DEL	35282929	35000000	36000000	2.9397	3.0000	0.0603	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000147874	HAUS6	SV	GroupA	9	19053141	19102904	p	9p3	protein_coding	1	DEL	19078022	19000000	20000000	1.9069	2.6600	0.7531	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000113070	HBEGF	SV	GroupA	5	140332843	140346603	q	5q10	protein_coding	1	DEL	140339723	140000000	141000000	2.7124	3.0000	0.2876	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000111727	HCFC2	SV	GroupA	12	104064531	104106524	q	12q7	protein_coding	1	DEL	104085527	104000000	105000000	2.6495	2.7392	0.0897	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000228223	HCG11	SV	GroupA	6	26521709	26527404	p	6p4	lncRNA	1	DEL	26524556	26000000	27000000	1.4851	1.5170	0.0319	gain (~3 copies)	high amp (≥4 copies)
ENSG00000228789	HCG22	SV	GroupA	6	31053450	31059890	p	6p3	protein_coding	1	DEL	31056670	31000000	32000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000100429	HDAC10	SV	GroupA	22	50245183	50251405	q	22q4	protein_coding	1	DEL	50248294	50000000	51000000				unknown	unknown
ENSG00000227183	HDGFP1	SV	GroupA	X	131646639	131646890	q	Xq8	processed_pseudogene	1	DEL	131646764	131000000	132000000	-0.5408	-1.9348	-1.3940	mild loss	deep loss / LOH
ENSG00000126107	HECTD3	SV	GroupA	1	45002540	45011324	p	1p8	protein_coding	1	DEL	45006932	45000000	46000000	2.3843	2.9736	0.5893	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000163312	HELQ	SV	GroupA	4	83407343	83455855	q	4q4	protein_coding	1	DEL	83431599	83000000	84000000	0.6176	1.5325	0.9149	gain (~3 copies)	high amp (≥4 copies)
ENSG00000136929	HEMGN	SV	GroupA	9	97926791	97944856	q	9q6	protein_coding	1	DEL	97935823	97000000	98000000	1.0579	1.9938	0.9359	gain (~3 copies)	high amp (≥4 copies)
ENSG00000188175	HEPACAM2	SV	GroupA	7	93188534	93226469	q	7q4	protein_coding	1	DEL	93207501	93000000	94000000	0.1456	-0.0253	-0.1709	diploid	diploid
ENSG00000103657	HERC1	SV	GroupA	15	63608618	63833948	q	15q5	protein_coding	1	DEL	63721283	63000000	64000000	1.4440	0.9571	-0.4869	gain (~3 copies)	gain (~3 copies)
ENSG00000163666	HESX1	SV	GroupA	3	57197838	57227606	p	3p4	protein_coding	1	DEL	57212722	57000000	58000000	1.8164	2.4403	0.6239	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000237742	HEY2-AS1	SV	GroupA	6	125577545	125749190	q	6q7	lncRNA	1	DEL	125663367	125000000	126000000	0.8664	0.9902	0.1238	gain (~3 copies)	gain (~3 copies)
ENSG00000258978	HIF1AP1	SV	GroupA	14	75116426	75116600	q	14q6	processed_pseudogene	1	DEL	75116513	75000000	76000000	2.8980	3.0000	0.1020	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000219608	HIGD1AP16	SV	GroupA	20	35878476	35878733	q	20q1	processed_pseudogene	1	DEL	35878604	35000000	36000000	2.9966	2.8444	-0.1522	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000230047	HIGD2AP1	SV	GroupA	2	231437101	231437421	q	2q14	processed_pseudogene	1	DEL	231437261	231000000	232000000	2.8135	3.0000	0.1865	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000235695	HIGD2AP2	SV	GroupA	3	47663626	47663934	p	3p5	processed_pseudogene	1	DEL	47663780	47000000	48000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000172273	HINFP	SV	GroupA	11	119121580	119136059	q	11q7	protein_coding	1	DEL	119128819	119000000	120000000	2.2776	3.0000	0.7224	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000127946	HIP1	SV	GroupA	7	75533298	75738962	q	7q2	protein_coding	1	DEL	75636130	75000000	76000000	2.2682	3.0000	0.7318	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000149929	HIRIP3	SV	GroupA	16	29992330	29996074	p	16p1	protein_coding	1	DEL	29994202	29000000	30000000	2.1844	2.3604	0.1760	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000231389	HLA-DPA1	SV	GroupA	6	33064569	33080775	p	6p3	protein_coding	1	DEL	33072672	33000000	34000000	2.8957	3.0000	0.1043	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000223865	HLA-DPB1	SV	GroupA	6	33075990	33089696	p	6p3	protein_coding	1	DEL	33082843	33000000	34000000	2.8957	3.0000	0.1043	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000204287	HLA-DRA	SV	GroupA	6	32439878	32445046	p	6p3	protein_coding	1	DEL	32442462	32000000	33000000	2.6048	3.0000	0.3952	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000198502	HLA-DRB5	SV	GroupA	6	32517353	32530287	p	6p3	protein_coding	1	DEL	32523820	32000000	33000000	2.6048	3.0000	0.3952	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000229391	HLA-DRB6	SV	GroupA	6	32553046	32558186	p	6p3	transcribed_unprocessed_pseudogene	1	DEL	32555616	32000000	33000000	2.6048	3.0000	0.3952	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000290878	HLA-DRB6	SV	GroupA	6	32552713	32560022	p	6p3	lncRNA	1	DEL	32556367	32000000	33000000	2.6048	3.0000	0.3952	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000196301	HLA-DRB9	SV	GroupA	6	32459821	32473500	p	6p3	unprocessed_pseudogene	1	DEL	32466660	32000000	33000000	2.6048	3.0000	0.3952	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000225851	HLA-S	SV	GroupA	6	31382074	31382288	p	6p3	unprocessed_pseudogene	1	DEL	31382181	31000000	32000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000235301	HLA-Z	SV	GroupA	6	32896416	32896490	p	6p3	unprocessed_pseudogene	1	DEL	32896453	32000000	33000000	2.6048	3.0000	0.3952	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000071794	HLTF	SV	GroupA	3	149030127	149086554	q	3q6	protein_coding	1	DEL	149058340	149000000	150000000	1.8268	2.0793	0.2525	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000239718	HLTF-AS1	SV	GroupA	3	149086332	149102823	q	3q6	lncRNA	1	DEL	149094577	149000000	150000000	1.8268	2.0793	0.2525	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000101294	HM13	SV	GroupA	20	31514428	31577923	q	20q1	protein_coding	1	DEL	31546175	31000000	32000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000230613	HM13-AS1	SV	GroupA	20	31567707	31573263	q	20q1	lncRNA	1	DEL	31570485	31000000	32000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000235313	HM13-IT1	SV	GroupA	20	31563166	31564076	q	20q1	lncRNA	1	DEL	31563621	31000000	32000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000259428	HMGB3P26	SV	GroupA	14	103364239	103364820	q	14q9	processed_pseudogene	1	DEL	103364529	103000000	104000000	2.4067	3.0000	0.5933	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000117305	HMGCL	SV	GroupA	1	23801885	23838620	p	1p10	protein_coding	1	DEL	23820252	23000000	24000000	2.7792	3.0000	0.2208	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000247911	HMGN1P12	SV	GroupA	5	71537652	71537846	q	5q3	processed_pseudogene	1	DEL	71537749	71000000	72000000	1.4269	1.2364	-0.1904	gain (~3 copies)	gain (~3 copies)
ENSG00000113716	HMGXB3	SV	GroupA	5	150000046	150053142	q	5q11	protein_coding	1	DEL	150026594	150000000	151000000	2.3966	2.8806	0.4841	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000253605	HNRNPA1P38	SV	GroupA	8	141459075	141460031	q	8q10	processed_pseudogene	1	DEL	141459553	141000000	142000000	2.9851	3.0000	0.0149	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000229221	HNRNPA1P66	SV	GroupA	2	63751697	63752630	p	2p4	processed_pseudogene	1	DEL	63752163	63000000	64000000	1.9362	1.9397	0.0035	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000179412	HNRNPCL4	SV	GroupA	1	13163914	13165631	p	1p12	protein_coding	1	DEL	13164772	13000000	14000000	-1.2775	-0.6462	0.6313	hemizygous loss (~1 copy)	mild loss
ENSG00000272677	HNRNPD-DT	SV	GroupA	4	82374142	82384027	q	4q4	lncRNA	1	DEL	82379084	82000000	83000000	2.6717	3.0000	0.3283	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000234890	HNRNPDLP2	SV	GroupA	2	158419955	158425303	q	2q7	unprocessed_pseudogene	1	DEL	158422629	158000000	159000000	1.6343	1.5680	-0.0663	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000259051	HNRNPUP1	SV	GroupA	14	43300263	43300595	q	14q3	processed_pseudogene	1	DEL	43300429	43000000	44000000	-3.0000	-3.0000	0.0000	deep loss / LOH	deep loss / LOH
ENSG00000241935	HOGA1	SV	GroupA	10	97584323	97612802	q	10q6	protein_coding	1	DEL	97598562	97000000	98000000	1.4276	1.8590	0.4314	gain (~3 copies)	high amp (≥4 copies)
ENSG00000171476	HOPX	SV	GroupA	4	56647989	56681877	q	4q1	protein_coding	1	DEL	56664933	56000000	57000000	2.3028	2.7913	0.4885	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000101180	HRH3	SV	GroupA	20	62214960	62220278	q	20q4	protein_coding	1	DEL	62217619	62000000	63000000	2.3526	2.4908	0.1382	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000197915	HRNR	SV	GroupA	1	152212076	152224193	q	1q3	protein_coding	1	DEL	152218134	152000000	153000000	-1.2711	-0.7136	0.5575	hemizygous loss (~1 copy)	mild loss
ENSG00000125430	HS3ST3B1	SV	GroupA	17	14301081	14349404	p	17p2	protein_coding	1	DEL	14325242	14000000	15000000	0.3532	-0.1886	-0.5418	mild gain	diploid
ENSG00000136720	HS6ST1	SV	GroupA	2	128236716	128318868	q	2q4	protein_coding	1	DEL	128277792	128000000	129000000	0.9509	0.2837	-0.6672	gain (~3 copies)	diploid
ENSG00000103160	HSDL1	SV	GroupA	16	84122141	84145192	q	16q5	protein_coding	1	DEL	84133666	84000000	85000000	1.7964	2.7010	0.9046	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000229027	HSFY1P1	SV	GroupA	22	16827551	16829209	q	22q1	transcribed_unprocessed_pseudogene	1	DEL	16828380	16000000	17000000	-3.0000	-1.6090	1.3910	deep loss / LOH	deep loss / LOH
ENSG00000290408	HSFY1P1	SV	GroupA	22	16827474	16829335	q	22q1	lncRNA	1	DEL	16828404	16000000	17000000	-3.0000	-1.6090	1.3910	deep loss / LOH	deep loss / LOH
ENSG00000173110	HSPA6	SV	GroupA	1	161524540	161526894	q	1q4	protein_coding	1	DEL	161525717	161000000	162000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000170276	HSPB2	SV	GroupA	11	111912734	111914093	q	11q6	protein_coding	1	DEL	111913413	111000000	112000000	2.7269	3.0000	0.2731	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000254445	HSPB2-C11orf52	SV	GroupA	11	111912736	111926871	q	11q6	protein_coding	1	DEL	111919803	111000000	112000000	2.7269	3.0000	0.2731	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000232917	HSPE1P6	SV	GroupA	1	203903723	203904013	q	1q9	processed_pseudogene	1	DEL	203903868	203000000	204000000	2.7175	2.1760	-0.5415	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000275811	HTR1DP1	SV	GroupA	12	1151810	1153059	p	12p4	processed_pseudogene	1	DEL	1152434	1000000	2000000	2.9035	2.3644	-0.5391	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000136273	HUS1	SV	GroupA	7	47963288	47979615	p	7p2	protein_coding	1	DEL	47971451	47000000	48000000	2.1766	0.0688	-2.1078	high amp (≥4 copies)	diploid
ENSG00000005700	IBTK	SV	GroupA	6	82169986	82247754	q	6q3	protein_coding	1	DEL	82208870	82000000	83000000	0.1669	-0.0023	-0.1692	diploid	diploid
ENSG00000108622	ICAM2	SV	GroupA	17	64002594	64020634	q	17q4	protein_coding	1	DEL	64011614	64000000	65000000	2.1237	1.8665	-0.2573	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000125968	ID1	SV	GroupA	20	31605283	31606515	q	20q1	protein_coding	1	DEL	31605899	31000000	32000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000115738	ID2	SV	GroupA	2	8678845	8684461	p	2p9	protein_coding	1	DEL	8681653	8000000	9000000	0.1753	-1.2110	-1.3863	diploid	hemizygous loss (~1 copy)
ENSG00000259685	IDH2-DT	SV	GroupA	15	90102649	90138016	q	15q8	lncRNA	1	DEL	90120332	90000000	91000000	2.8416	3.0000	0.1584	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000101365	IDH3B	SV	GroupA	20	2658395	2664219	p	20p3	protein_coding	1	DEL	2661307	2000000	3000000	1.5071	2.0348	0.5277	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000010295	IFFO1	SV	GroupA	12	6538961	6556073	p	12p3	protein_coding	1	DEL	6547517	6000000	7000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000165949	IFI27	SV	GroupA	14	94104836	94116695	q	14q8	protein_coding	1	DEL	94110765	94000000	95000000	0.6433	1.5373	0.8940	gain (~3 copies)	high amp (≥4 copies)
ENSG00000115267	IFIH1	SV	GroupA	2	162267074	162318684	q	2q7	protein_coding	1	DEL	162292879	162000000	163000000	-1.5702	-2.1721	-0.6020	deep loss / LOH	deep loss / LOH
ENSG00000142089	IFITM3	SV	GroupA	11	319676	329475	p	11p6	protein_coding	1	DEL	324575	0	1000000	2.8783	3.0000	0.1217	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000142166	IFNAR1	SV	GroupA	21	33324387	33359864	q	21q3	protein_coding	1	DEL	33342125	33000000	34000000	2.8030	3.0000	0.1970	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000159128	IFNGR2	SV	GroupA	21	33403413	33479348	q	21q3	protein_coding	1	DEL	33441380	33000000	34000000	2.8030	3.0000	0.1970	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000114446	IFT57	SV	GroupA	3	108160812	108222435	q	3q2	protein_coding	1	DEL	108191623	108000000	109000000	1.9776	1.8363	-0.1414	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000250325	IGBP1P4	SV	GroupA	4	82401578	82402456	q	4q4	processed_pseudogene	1	DEL	82402017	82000000	83000000	2.6717	3.0000	0.3283	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000073792	IGF2BP2	SV	GroupA	3	185643130	185825042	q	3q10	protein_coding	1	DEL	185734086	185000000	186000000	2.1114	2.1483	0.0369	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000136231	IGF2BP3	SV	GroupA	7	23310209	23470491	p	7p4	protein_coding	1	DEL	23390350	23000000	24000000	1.3271	2.1081	0.7810	gain (~3 copies)	high amp (≥4 copies)
ENSG00000253274	IGHV1-67	SV	GroupA	14	106680603	106681042	q	14q9	IG_V_pseudogene	1	DEL	106680822	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000280411	IGHV1-69D	SV	GroupA	14	106762092	106762588	q	14q9	IG_V_gene	1	DEL	106762340	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000274576	IGHV2-70	SV	GroupA	14	106770577	106771020	q	14q9	IG_V_gene	1	DEL	106770798	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000254056	IGHV3-71	SV	GroupA	14	106775157	106775618	q	14q9	IG_V_pseudogene	1	DEL	106775387	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000253820	IGHVII-67-1	SV	GroupA	14	106686517	106686562	q	14q9	IG_V_pseudogene	1	DEL	106686539	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000254036	IGHVIII-67-2	SV	GroupA	14	106687113	106687200	q	14q9	IG_V_pseudogene	1	DEL	106687156	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000253635	IGHVIII-67-3	SV	GroupA	14	106692657	106692888	q	14q9	IG_V_pseudogene	1	DEL	106692772	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000254052	IGHVIII-67-4	SV	GroupA	14	106695102	106695397	q	14q9	IG_V_pseudogene	1	DEL	106695249	106000000	107000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000253578	IGKV1-22	SV	GroupA	2	89170775	89171212	p	2p1	IG_V_pseudogene	1	DEL	89170993	89000000	90000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000244575	IGKV1-27	SV	GroupA	2	89213423	89213928	p	2p1	IG_V_gene	1	DEL	89213675	89000000	90000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000253191	IGKV1D-32	SV	GroupA	2	89928422	89928867	p	2p1	IG_V_pseudogene	1	DEL	89928644	89000000	90000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000239975	IGKV1D-33	SV	GroupA	2	89913982	89914545	p	2p1	IG_V_gene	1	DEL	89914263	89000000	90000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000232747	IGKV1D-35	SV	GroupA	2	89895502	89895772	p	2p1	IG_V_pseudogene	1	DEL	89895637	89000000	90000000	-3.0000	3.0000	6.0000	deep loss / LOH	high amp (≥4 copies)
ENSG00000204776	IGKV1OR-3	SV	GroupA	9	65770955	65771434	q	9q3	IG_V_pseudogene	1	DEL	65771194	65000000	66000000	-0.5330	-0.9943	-0.4614	mild loss	mild loss
ENSG00000270999	IGKV1OR2-118	SV	GroupA	2	90315366	90315836	p	2p1	IG_V_pseudogene	1	DEL	90315601	90000000	91000000	-3.0000	1.3094	4.3094	deep loss / LOH	gain (~3 copies)
